task,method,n_frames,det_success,mean_nis,ks_pvalue_nis,sod_mean,ks_pvalue_sod,mean_flow_cons,anomaly_rate,mean_mse,mean_ncc
pusht_iws,GT_reference,199,199,11.252427644153718,9.869840764001586e-11,2.984794897339315,1.384407926728711e-21,0.7825385900635515,0.04020100502512563,0.0,1.0
pusht_iws,open-loop,199,199,177.39915218616957,3.33922082877418e-32,43.6608877233178,7.725889155418727e-16,0.6245005359152453,0.11557788944723618,493.3631286621094,0.8980562150777884
pusht_iws,periodic_reset_k10,199,199,37.72359421401682,1.1831280874258628e-13,34.33276008830808,1.940830069458475e-09,0.6634433747985256,0.07035175879396985,447.40826416015625,0.907853458993998
pusht_iws,periodic_reset_k20,199,199,16.536808102377236,1.867555236203163e-11,27.29029418734437,0.0019603471978795785,0.6470686710116702,0.06030150753768844,477.4274597167969,0.9015906935361162
pusht_iws,latent_smoother,199,199,14.920271937215782,4.218509084480562e-12,13.715910737258488,6.593494506201509e-21,0.6689150799346629,0.07537688442211055,501.4757385253906,0.8956907493385238
pusht_iws,selective_correction,199,199,13.999869160892034,5.239957621808077e-09,13.38554008203826,2.9897154118952733e-12,0.6862044526853753,0.05025125628140704,421.8158264160156,0.9130541912874385
pusht_iws,best-of-3,199,199,4.901110744485512,1.091824269806087e-11,4.8929820583498795,4.8964215967159786e-05,0.6856178261863826,0.05527638190954774,512.7582397460938,0.8926637532123968
pusht_iws,best-of-5,199,199,15.926324020388064,1.348397438237455e-16,5.935536164734956,2.9718967005253268e-08,0.6888698873194355,0.06030150753768844,508.9376220703125,0.8940398543324303
