task,source,filter,mean_nis,frac_in_CI,ks_pvalue,ks_stat,pos_rmse_vs_gt_det,ori_rmse_vs_gt_det,drop_rate,n_episodes,n_steps
pusht_iws,gt,ekf_cart,6.357118913541424,0.5909090909090909,1.2269802292757451e-78,0.298365753054954,1.9809540479967729,0.04223196692783833,0.0,5,990
pusht_iws,gt,riekf,8.05806228971528,0.5858585858585859,9.047487482505834e-54,0.2471979485199829,2.891788449764316,0.045780983636401144,0.0,5,990
pusht_iws,rollout,ekf_cart,27.336405166905518,0.604040404040404,4.6423884271030445e-53,0.2455688570148864,27.189288187306733,0.9908320608238295,0.0,5,990
pusht_iws,rollout,riekf,34.47579715462158,0.6070707070707071,4.6463623838016544e-39,0.210754273602498,27.475931626473038,0.9900368757719035,0.0,5,990
